year,party,word,count
1997,Con,partition,1
1997,Con,pension,1
1997,Con,pensioners,1
1997,Con,people,6
1997,Con,police,1
1997,Con,pre,10
1997,Con,present,1
1997,Con,prime,3
1997,Con,private,1
1997,Con,prosecution,1
1997,Con,provider,1
1997,Con,public,7
1997,Con,recognition,1
1997,Con,refusal,1
1997,Con,residents,2
1997,Con,right,2
1997,Con,road,1
1997,Con,saints,1
1997,Con,schools,1
1997,Con,scots,2
1997,Con,scottish,2
1997,Con,secession,1
1997,Con,self,3
1997,Con,service,2
1997,Con,set,1
1997,Con,shareholders,1
1997,Con,shooters,1
1997,Con,silence,2
1997,Con,site,1
1997,Con,some,2
1997,Con,states,1
1997,Con,statutory,1
1997,Con,street,1
1997,Con,such,2
1997,Con,their,3
1997,Con,treasury,1
1997,Con,uk,1
1997,Con,unanimity,2
1997,Con,underlying,1
1997,Con,unemployed,1
1997,Con,union,1
1997,Con,unions,1
1997,Con,united,1
1997,Con,varieties,1
1997,Con,veto,21
1997,Con,way,10
1997,Con,welsh,1
1997,Con,what,2
1997,Con,workers,6
1997,Con,working,2
1997,Con,you,2
1997,Con,young,1
1997,DUP,debating,1
1997,DUP,forum,1
1997,DUP,people,1
1997,DUP,sdlp,1
1997,DUP,two,1
1997,DUP,using,1
1997,Independent,human,1
1997,Independent,major,1
1997,Lab,1st,1
1997,Lab,2,1
1997,Lab,7,1
1997,Lab,access,21
1997,Lab,action,1
1997,Lab,adoptive,2
1997,Lab,americans,1
1997,Lab,an,1
1997,Lab,another,1
1997,Lab,any,3
1997,Lab,appeal,37
1997,Lab,appearance,1
1997,Lab,appellant,1
1997,Lab,appellants,3
1997,Lab,applicant,1
1997,Lab,assembly,2
1997,Lab,assisted,1
1997,Lab,asylum,1
1997,Lab,attorney,1
1997,Lab,audience,4
1997,Lab,authority,1
1997,Lab,back,4
1997,Lab,black,1
1997,Lab,borrowers,2
1997,Lab,both,2
1997,Lab,breeder,1
1997,Lab,breeders,1
1997,Lab,britain,11
1997,Lab,british,3
1997,Lab,bundesbank,1
1997,Lab,campers,2
1997,Lab,carers,1
1997,Lab,celtic,1
1997,Lab,challenge,1
1997,Lab,child,4
1997,Lab,children,2
1997,Lab,church,1
1997,Lab,citizen,2
1997,Lab,citizenship,1
1997,Lab,committee,1
1997,Lab,common,1
1997,Lab,commoners,1
1997,Lab,communities,1
1997,Lab,companies,4
1997,Lab,compulsory,1
1997,Lab,conservative,1
1997,Lab,constituents,1
1997,Lab,consultation,3
1997,Lab,consumers,1
1997,Lab,council,1
1997,Lab,countries,1
1997,Lab,country,2
1997,Lab,criminal,1
1997,Lab,defence,2
1997,Lab,defendant,1
1997,Lab,defendants,2
1997,Lab,deferment,1
1997,Lab,democratically,1
1997,Lab,department,1
1997,Lab,direct,1
1997,Lab,disabled,15
1997,Lab,displaced,1
1997,Lab,doctors,1
1997,Lab,economy,2
1997,Lab,election,2
1997,Lab,electorate,1
1997,Lab,electors,1
1997,Lab,employers,1
1997,Lab,englishmen,1
1997,Lab,entry,1
1997,Lab,europe,2
1997,Lab,european,3
1997,Lab,every,3
1997,Lab,everyone,3
1997,Lab,farmers,1
1997,Lab,fast,1
1997,Lab,first,3
1997,Lab,foreign,4
1997,Lab,formula,1
1997,Lab,free,1
1997,Lab,future,1
1997,Lab,general,1
1997,Lab,governance,1
1997,Lab,government,6
1997,Lab,governments,1
1997,Lab,greek,3
1997,Lab,him,2
1997,Lab,home,1
1997,Lab,homeless,1
1997,Lab,hon,3
1997,Lab,house,4
1997,Lab,human,440
1997,Lab,indigenous,2
1997,Lab,individual,6
1997,Lab,individuals,8
1997,Lab,industry,2
1997,Lab,innocent,2
1997,Lab,inspection,1
1997,Lab,interest,1
1997,Lab,intervention,1
1997,Lab,israeli,1
1997,Lab,its,1
1997,Lab,jewish,1
1997,Lab,jury,1
1997,Lab,kings,3
1997,Lab,kurds,1
1997,Lab,labour,1
1997,Lab,landowners,1
1997,Lab,leaseholders,1
1997,Lab,leave,1
1997,Lab,lecturers,1
1997,Lab,liberty,1
1997,Lab,local,3
1997,Lab,londoners,2
1997,Lab,lone,1
1997,Lab,long,1
1997,Lab,mainstream,1
1997,Lab,majority,2
1997,Lab,management,1
1997,Lab,many,4
1997,Lab,medical,1
1997,Lab,members,5
1997,Lab,millions,1
1997,Lab,minorities,2
1997,Lab,multinational,1
1997,Lab,my,4
1997,Lab,names,1
1997,Lab,national,1
1997,Lab,native,1
1997,Lab,navigation,1
1997,Lab,ncis,1
1997,Lab,new,1
1997,Lab,newspapers,1
1997,Lab,nurses,1
1997,Lab,one,5
1997,Lab,opposition,4
1997,Lab,ordinary,4
1997,Lab,other,1
1997,Lab,others,3
1997,Lab,our,3
1997,Lab,ownership,2
1997,Lab,paid,1
1997,Lab,palestinians,1
1997,Lab,parliament,2
1997,Lab,parliamentary,1
1997,Lab,part,2
1997,Lab,particular,1
1997,Lab,peers,1
1997,Lab,pensioners,1
1997,Lab,people,22
1997,Lab,permanent,1
1997,Lab,person,2
1997,Lab,persons,1
1997,Lab,plant,1
1997,Lab,police,1
1997,Lab,political,1
1997,Lab,poor,1
1997,Lab,potential,1
1997,Lab,private,2
1997,Lab,property,1
1997,Lab,prosecution,1
1997,Lab,public,1
1997,Lab,purchase,1
1997,Lab,recall,1
1997,Lab,reconsideration,1
1997,Lab,redress,1
1997,Lab,reply,2
1997,Lab,representation,2
1997,Lab,representatives,1
1997,Lab,residence,1
1997,Lab,roads,1
1997,Lab,scotland,4
1997,Lab,scottish,2
1997,Lab,serious,1
1997,Lab,shareholders,1
1997,Lab,shooters,1
1997,Lab,shooting,1
1997,Lab,single,1
1997,Lab,some,1
1997,Lab,sta,1
1997,Lab,succession,1
1997,Lab,such,1
1997,Lab,supporters,1
1997,Lab,suspects,2
1997,Lab,tenure,1
1997,Lab,that,2
1997,Lab,their,4
1997,Lab,there,1
1997,Lab,transnational,1
1997,Lab,treasury,1
1997,Lab,trees,1
1997,Lab,turkish,1
1997,Lab,unconditional,1
1997,Lab,united,1
1997,Lab,upper,1
1997,Lab,veterans,1
1997,Lab,veto,3
1997,Lab,wales,1
1997,Lab,way,2
1997,Lab,wednesday,1
1997,Lab,windfall,1
1997,Lab,women,2
1997,Lab,word,1
1997,Lab,workers,1
1997,Lab,working,3
1997,Lab,worksop,1
1997,Lab,young,1
1997,LibDem,access,1
1997,LibDem,any,2
1997,LibDem,appeal,4
1997,LibDem,breeder,1
1997,LibDem,breeders,1
1997,LibDem,challenge,1
1997,LibDem,child,2
1997,LibDem,citizens,1
1997,LibDem,council,1
1997,LibDem,cowboy,1
1997,LibDem,disabled,5
1997,LibDem,each,1
1997,LibDem,establishment,1
1997,LibDem,every,1
1997,LibDem,farmers,1
1997,LibDem,former,1
1997,LibDem,free,1
1997,LibDem,gchq,1
1997,LibDem,grant,1
1997,LibDem,him,1
1997,LibDem,hon,1
1997,LibDem,house,1
1997,LibDem,human,49
1997,LibDem,individual,1
1997,LibDem,individuals,1
1997,LibDem,labour,1
1997,LibDem,landlords,1
1997,LibDem,londonwide,1
1997,LibDem,man,1
1997,LibDem,member,1
1997,LibDem,membership,1
1997,LibDem,minorities,1
1997,LibDem,nurses,1
1997,LibDem,our,3
1997,LibDem,ownership,2
1997,LibDem,political,1
1997,LibDem,recourse,1
1997,LibDem,retention,1
1997,LibDem,secretary,1
1997,LibDem,small,1
1997,LibDem,united,2
1997,LibDem,wales,1
1997,LibDem,way,1
1997,PlaidCymru,human,1
1997,PlaidCymru,people,1
1997,PlaidCymru,welsh,1
1997,SDLP,anglo,1
1997,SDLP,evil,1
1997,SDLP,hon,1
1997,SDLP,human,5
1997,SDLP,individual,1
1997,SDLP,individuals,1
1997,SDLP,opinion,1
1997,SDLP,others,1
1997,SDLP,three,1
1997,SNP,back,1
1997,SNP,determination,1
1997,SNP,each,1
1997,SNP,hon,1
1997,SNP,human,2
1997,SNP,people,2
1997,SNP,scots,1
1997,SNP,scottish,3
1997,SNP,self,2
1997,SNP,ulster,1
1997,UKUP,individual,1
1997,UUP,audience,3
1997,UUP,back,2
1997,UUP,conservative,1
1997,UUP,holidaymakers,1
1997,UUP,hon,1
1997,UUP,human,14
1997,UUP,law,1
1997,UUP,people,5
1997,UUP,united,1
1997,other,consumers,1
1998,Con,1970s,1
1998,Con,21st,1
1998,Con,25,1
1998,Con,250,1
1998,Con,access,12
1998,Con,accused,1
1998,Con,action,4
1998,Con,actions,1
1998,Con,ambassador,1
1998,Con,amendments,2
1998,Con,an,3
1998,Con,animals,1
1998,Con,any,1
1998,Con,anyone,1
1998,Con,appeal,35
1998,Con,assembly,1
1998,Con,audience,11
1998,Con,back,4
1998,Con,backbenchers,1
1998,Con,bill,1
1998,Con,britain,4
1998,Con,british,7
1998,Con,certain,1
1998,Con,challenge,1
1998,Con,chancellor,1
1998,Con,chief,1
1998,Con,child,2
1998,Con,children,2
1998,Con,citizen,4
1998,Con,citizens,3
1998,Con,co,1
1998,Con,committee,1
1998,Con,commoners,1
1998,Con,commons,1
1998,Con,compulsory,1
1998,Con,conservative,1
1998,Con,consumers,1
1998,Con,convention,1
1998,Con,criminal,1
1998,Con,crown,1
1998,Con,crush,1
1998,Con,decision,1
1998,Con,defendant,1
1998,Con,democratic,1
1998,Con,detailed,1
1998,Con,economy,1
1998,Con,either,1
1998,Con,elected,1
1998,Con,electors,2
1998,Con,employees,5
1998,Con,employers,2
1998,Con,english,1
1998,Con,enjoyment,1
1998,Con,establishment,1
1998,Con,ethnic,1
1998,Con,europe,1
1998,Con,existing,2
1998,Con,expression,1
1998,Con,first,1
1998,Con,foreign,1
1998,Con,franchise,3
1998,Con,freedom,2
1998,Con,future,1
1998,Con,gay,1
1998,Con,government,7
1998,Con,hereditary,18
1998,Con,him,3
1998,Con,his,3
1998,Con,hon,3
1998,Con,house,14
1998,Con,human,492
1998,Con,individual,16
1998,Con,individuals,15
1998,Con,innocent,1
1998,Con,interest,8
1998,Con,israel,3
1998,Con,judges,1
1998,Con,just,1
1998,Con,kings,1
1998,Con,labour,2
1998,Con,landowners,1
1998,Con,large,1
1998,Con,larger,1
1998,Con,law,1
1998,Con,line,1
1998,Con,local,1
1998,Con,london,1
1998,Con,lottery,1
1998,Con,majorities,1
1998,Con,majority,2
1998,Con,manufacturers,1
1998,Con,media,1
1998,Con,member,1
1998,Con,members,2
1998,Con,minister,1
1998,Con,minorities,4
1998,Con,minority,2
1998,Con,more,1
1998,Con,my,2
1998,Con,nation,1
1998,Con,new,1
1998,Con,newspaper,1
1998,Con,nomination,1
1998,Con,non,1
1998,Con,oath,1
1998,Con,occupied,1
1998,Con,older,1
1998,Con,one,4
1998,Con,other,9
1998,Con,our,3
1998,Con,palestinian,1
1998,Con,palestinians,1
1998,Con,parents,7
1998,Con,parish,4
1998,Con,parliament,6
1998,Con,patients,1
1998,Con,paymaster,1
1998,Con,peers,2
1998,Con,people,16
1998,Con,person,1
1998,Con,political,1
1998,Con,practices,1
1998,Con,pre,1
1998,Con,press,1
1998,Con,prisoners,1
1998,Con,privacy,3
1998,Con,privy,1
1998,Con,proposed,1
1998,Con,protection,1
1998,Con,public,2
1998,Con,question,1
1998,Con,recourse,1
1998,Con,redress,3
1998,Con,regime,1
1998,Con,religious,3
1998,Con,reply,2
1998,Con,representation,1
1998,Con,return,2
1998,Con,scotland,1
1998,Con,scottish,6
1998,Con,scrutiny,2
1998,Con,secretary,2
1998,Con,select,4
1998,Con,self,1
1998,Con,several,1
1998,Con,soccer,1
1998,Con,someone,1
1998,Con,sporting,1
1998,Con,state,1
1998,Con,subject,1
1998,Con,succession,1
1998,Con,such,1
1998,Con,tax,1
1998,Con,taxpayers,1
1998,Con,teachers,1
1998,Con,that,2
1998,Con,their,3
1998,Con,there,1
1998,Con,third,1
1998,Con,thousands,1
1998,Con,trade,1
1998,Con,uk,2
1998,Con,united,6
1998,Con,very,1
1998,Con,veto,5
1998,Con,victims,1
1998,Con,voters,2
1998,Con,wales,1
1998,Con,way,6
1998,Con,whip,1
1998,Con,women,2
1998,Con,workers,1
1998,Con,young,1
1998,DUP,hon,1
1998,DUP,human,4
1998,DUP,minister,2
1998,Independent,an,1
1998,Independent,individuals,1
1998,Independent,men,1
1998,Lab,21st,1
1998,Lab,30,1
1998,Lab,access,29
1998,Lab,accused,2
1998,Lab,action,1
1998,Lab,adoptive,1
1998,Lab,an,6
1998,Lab,any,5
1998,Lab,anyone,2
1998,Lab,appeal,61
1998,Lab,applicants,1
1998,Lab,approach,2
1998,Lab,as,1
1998,Lab,assembly,1
1998,Lab,assistance,1
1998,Lab,asylum,1
1998,Lab,audience,17
1998,Lab,back,2
1998,Lab,bbc,2
1998,Lab,bbc1,1
1998,Lab,benefit,1
1998,Lab,bifu,1
1998,Lab,bill,1
1998,Lab,both,1
1998,Lab,britain,9
1998,Lab,british,11
1998,Lab,business,3
1998,Lab,car,1
1998,Lab,carers,2
1998,Lab,centre,2
1998,Lab,challenge,3
1998,Lab,changes,1
1998,Lab,child,13
1998,Lab,children,4
1998,Lab,church,2
1998,Lab,citizen,1
1998,Lab,citizens,3
1998,Lab,citizenship,1
1998,Lab,claimants,1
1998,Lab,commission,2
1998,Lab,community,1
1998,Lab,companies,1
1998,Lab,comptroller,1
1998,Lab,conscience,1
1998,Lab,conservative,1
1998,Lab,consultation,2
1998,Lab,consumers,4
1998,Lab,corroboration,1
1998,Lab,council,1
1998,Lab,country,3
1998,Lab,court,1
1998,Lab,courts,1
1998,Lab,cross,1
1998,Lab,crown,2
1998,Lab,customers,2
1998,Lab,data,2
1998,Lab,debate,1
1998,Lab,decision,1
1998,Lab,decisions,1
1998,Lab,defendants,3
1998,Lab,developing,2
1998,Lab,devolved,1
1998,Lab,diocesan,1
1998,Lab,disabled,19
1998,Lab,disadvantaged,1
1998,Lab,economic,1
1998,Lab,electorate,2
1998,Lab,electors,3
1998,Lab,emergent,1
1998,Lab,english,1
1998,Lab,entitlement,1
1998,Lab,entry,1
1998,Lab,environment,1
1998,Lab,europe,1
1998,Lab,european,2
1998,Lab,every,6
1998,Lab,everybody,1
1998,Lab,everyone,3
1998,Lab,existing,1
1998,Lab,falkland,1
1998,Lab,federal,1
1998,Lab,firms,1
1998,Lab,forfeiture,1
1998,Lab,free,3
1998,Lab,freedom,4
1998,Lab,fsa,1
1998,Lab,future,5
1998,Lab,government,7
1998,Lab,great,1
1998,Lab,hereditary,30
1998,Lab,heredity,1
1998,Lab,highest,1
1998,Lab,him,1
1998,Lab,his,1
1998,Lab,hon,2
1998,Lab,house,9
1998,Lab,human,1211
1998,Lab,independent,1
1998,Lab,individual,12
1998,Lab,individuals,13
1998,Lab,industry,1
1998,Lab,information,2
1998,Lab,interest,1
1998,Lab,ireland,1
1998,Lab,it,3
1998,Lab,its,2
1998,Lab,jewish,1
1998,Lab,journalists,1
1998,Lab,judiciary,1
1998,Lab,kings,2
1998,Lab,kurdish,1
1998,Lab,labour,1
1998,Lab,left,1
1998,Lab,licensed,2
1998,Lab,life,1
1998,Lab,local,3
1998,Lab,long,1
1998,Lab,low,1
1998,Lab,majority,5
1998,Lab,man,2
1998,Lab,manchester,1
1998,Lab,many,2
1998,Lab,masses,1
1998,Lab,members,5
1998,Lab,men,1
1998,Lab,metropolitan,1
1998,Lab,middlesbrough,1
1998,Lab,millions,1
1998,Lab,ministers,1
1998,Lab,minorities,3
1998,Lab,minority,1
1998,Lab,more,1
1998,Lab,most,1
1998,Lab,mother,1
1998,Lab,motorist,1
1998,Lab,my,5
1998,Lab,nationalists,1
1998,Lab,nations,2
1998,Lab,newly,1
1998,Lab,newspaper,1
1998,Lab,next,1
1998,Lab,nhs,2
1998,Lab,north,1
1998,Lab,northern,2
1998,Lab,offenders,1
1998,Lab,old,1
1998,Lab,older,4
1998,Lab,opposition,1
1998,Lab,ordinary,3
1998,Lab,other,2
1998,Lab,others,5
1998,Lab,our,6
1998,Lab,palestinian,1
1998,Lab,parents,2
1998,Lab,parliament,4
1998,Lab,parliamentarians,2
1998,Lab,parliamentary,1
1998,Lab,part,2
1998,Lab,particular,1
1998,Lab,parties,1
1998,Lab,party,2
1998,Lab,passage,1
1998,Lab,pedestrians,1
1998,Lab,people,24
1998,Lab,performance,1
1998,Lab,person,1
1998,Lab,personal,1
1998,Lab,persons,1
1998,Lab,places,1
1998,Lab,police,2
1998,Lab,politics,1
1998,Lab,poor,1
1998,Lab,poorer,1
1998,Lab,post,2
1998,Lab,prime,1
1998,Lab,prisoners,1
1998,Lab,privacy,2
1998,Lab,private,1
1998,Lab,prosecution,1
1998,Lab,protection,1
1998,Lab,public,1
1998,Lab,purchase,1
1998,Lab,purposes,1
1998,Lab,ramblers,1
1998,Lab,recall,1
1998,Lab,recognition,1
1998,Lab,recommendation,2
1998,Lab,recoupment,1
1998,Lab,redress,1
1998,Lab,refugees,1
1998,Lab,regulatory,1
1998,Lab,religious,3
1998,Lab,representation,1
1998,Lab,republic,1
1998,Lab,rest,1
1998,Lab,review,1
1998,Lab,right,1
1998,Lab,safety,1
1998,Lab,saharawi,1
1998,Lab,school,1
1998,Lab,scotland,7
1998,Lab,scottish,9
1998,Lab,second,1
1998,Lab,secretary,1
1998,Lab,security,1
1998,Lab,select,4
1998,Lab,self,5
1998,Lab,sen,1
1998,Lab,senator,1
1998,Lab,service,1
1998,Lab,settlement,1
1998,Lab,significant,1
1998,Lab,silence,4
1998,Lab,silverlink,1
1998,Lab,some,1
1998,Lab,someone,1
1998,Lab,sovereign,1
1998,Lab,spectrum,1
1998,Lab,sports,1
1998,Lab,staff,1
1998,Lab,state,1
1998,Lab,states,1
1998,Lab,subject,1
1998,Lab,such,3
1998,Lab,suspects,2
1998,Lab,taxpayers,1
1998,Lab,that,3
1998,Lab,their,2
1998,Lab,there,2
1998,Lab,tibetan,2
1998,Lab,today,1
1998,Lab,trade,1
1998,Lab,traditional,1
1998,Lab,two,1
1998,Lab,unelected,1
1998,Lab,united,2
1998,Lab,veto,2
1998,Lab,victims,1
1998,Lab,viewing,1
1998,Lab,virement,1
1998,Lab,wales,1
1998,Lab,way,11
1998,Lab,weak,1
1998,Lab,which,1
1998,Lab,whole,1
1998,Lab,women,10
1998,Lab,work,1
1998,Lab,workers,2
1998,Lab,world,1
1998,Lab,you,2
1998,Lab,young,3
1998,Lab,youngsters,1
1998,LibDem,16,1
1998,LibDem,access,4
1998,LibDem,an,1
1998,LibDem,animals,2
1998,LibDem,another,1
1998,LibDem,any,1
1998,LibDem,appeal,3
1998,LibDem,audience,4
1998,LibDem,backbenchers,1
1998,LibDem,bill,1
1998,LibDem,british,1
1998,LibDem,capital,1
1998,LibDem,challenge,1
1998,LibDem,church,1
1998,LibDem,citizens,2
1998,LibDem,committees,1
1998,LibDem,conscience,1
1998,LibDem,consenting,1
1998,LibDem,convention,1
1998,LibDem,criminal,1
1998,LibDem,crown,1
1998,LibDem,defendants,1
1998,LibDem,disabled,1
1998,LibDem,drivers,1
1998,LibDem,early,1
1998,LibDem,employment,1
1998,LibDem,entry,1
1998,LibDem,fat,1
1998,LibDem,federal,1
1998,LibDem,first,1
1998,LibDem,full,1
1998,LibDem,gay,2
1998,LibDem,government,2
1998,LibDem,hereditary,2
1998,LibDem,him,1
1998,LibDem,house,3
1998,LibDem,human,132
1998,LibDem,independent,1
1998,LibDem,individual,5
1998,LibDem,individuals,1
1998,LibDem,interest,1
1998,LibDem,it,1
1998,LibDem,its,1
1998,LibDem,legislature,1
1998,LibDem,liberal,1
1998,LibDem,local,3
1998,LibDem,many,1
1998,LibDem,matters,1
1998,LibDem,minister,1
1998,LibDem,minorities,3
1998,LibDem,more,1
1998,LibDem,new,1
1998,LibDem,older,1
1998,LibDem,one,1
1998,LibDem,other,1
1998,LibDem,our,2
1998,LibDem,palestinian,1
1998,LibDem,parents,1
1998,LibDem,parliament,3
1998,LibDem,people,7
1998,LibDem,police,1
1998,LibDem,politicians,1
1998,LibDem,presbyterian,1
1998,LibDem,regions,1
1998,LibDem,representation,2
1998,LibDem,residence,1
1998,LibDem,right,1
1998,LibDem,schools,1
1998,LibDem,scottish,3
1998,LibDem,someone,2
1998,LibDem,students,1
1998,LibDem,switzerland,1
1998,LibDem,system,1
1998,LibDem,that,1
1998,LibDem,their,1
1998,LibDem,united,1
1998,LibDem,voters,1
1998,LibDem,way,1
1998,PlaidCymru,appeal,1
1998,PlaidCymru,child,1
1998,PlaidCymru,disabled,2
1998,PlaidCymru,hereditary,1
1998,PlaidCymru,human,2
1998,PlaidCymru,individuals,1
1998,PlaidCymru,instruction,1
1998,PlaidCymru,many,1
1998,PlaidCymru,members,1
1998,PlaidCymru,women,1
1998,SDLP,assembly,1
1998,SDLP,everyone,1
1998,SDLP,human,23
1998,SDLP,northern,1
1998,SDLP,others,1
1998,SDLP,peaceful,1
1998,SDLP,which,1
1998,SNP,access,3
1998,SNP,democratic,1
1998,SNP,english,1
1998,SNP,european,1
1998,SNP,house,2
1998,SNP,human,6
1998,SNP,information,1
1998,SNP,its,1
1998,SNP,local,1
1998,SNP,lone,1
1998,SNP,national,2
1998,SNP,native,1
1998,SNP,observer,1
1998,SNP,our,1
1998,SNP,parliament,1
1998,SNP,people,4
1998,SNP,representation,3
1998,SNP,scottish,6
1998,SNP,sovereignty,1
1998,SNP,women,1
1998,UKUP,human,1
1998,UUP,access,1
1998,UUP,admission,1
1998,UUP,assembly,1
1998,UUP,attendance,1
1998,UUP,audience,2
1998,UUP,citizenship,1
1998,UUP,commissioners,1
1998,UUP,conscience,1
1998,UUP,family,1
1998,UUP,freedom,2
1998,UUP,government,1
1998,UUP,human,48
1998,UUP,its,1
1998,UUP,legislation,1
1998,UUP,many,1
1998,UUP,peaceful,3
1998,UUP,people,6
1998,UUP,prisoners,1
1998,UUP,you,1
1999,Con,1689,1
1999,Con,18,1
1999,Con,abode,1
1999,Con,access,17
1999,Con,accused,3
1999,Con,adoption,2
1999,Con,adults,1
1999,Con,agriculture,1
1999,Con,an,4
1999,Con,anonymity,1
1999,Con,another,1
1999,Con,any,2
1999,Con,appeal,70
1999,Con,approval,1
1999,Con,audience,20
1999,Con,back,5
1999,Con,bahai,1
1999,Con,bank,1
1999,Con,best,1
1999,Con,both,1
1999,Con,british,2
1999,Con,centre,1
1999,Con,certain,1
1999,Con,chicken,1
1999,Con,child,7
1999,Con,children,6
1999,Con,choice,3
1999,Con,citizen,1
1999,Con,citizens,3
1999,Con,civilians,1
1999,Con,common,1
1999,Con,commons,1
1999,Con,commonwealth,1
1999,Con,competitiveness,1
1999,Con,comptroller,1
1999,Con,constitution,1
1999,Con,consultants,1
1999,Con,countless,1
1999,Con,cross,1
1999,Con,custody,3
1999,Con,debate,1
1999,Con,defendant,1
1999,Con,defendants,2
1999,Con,democratically,1
1999,Con,departments,1
1999,Con,disabled,4
1999,Con,each,1
1999,Con,elected,2
1999,Con,election,1
1999,Con,electorate,1
1999,Con,employees,6
1999,Con,english,1
1999,Con,environmental,1
1999,Con,every,2
1999,Con,everyone,1
1999,Con,families,2
1999,Con,farmers,1
1999,Con,first,1
1999,Con,foreign,1
1999,Con,free,2
1999,Con,freedom,4
1999,Con,government,1
1999,Con,governments,1
1999,Con,her,1
1999,Con,hereditaries,1
1999,Con,hereditary,27
1999,Con,heredity,2
1999,Con,him,2
1999,Con,home,1
1999,Con,hon,3
1999,Con,house,7
1999,Con,human,290
1999,Con,humanitarian,1
1999,Con,individual,7
1999,Con,individuals,17
1999,Con,initiative,1
1999,Con,intervention,5
1999,Con,introduction,1
1999,Con,it,1
1999,Con,kosovar,1
1999,Con,labour,1
1999,Con,leaseholders,1
1999,Con,local,1
1999,Con,majority,2
1999,Con,member,1
1999,Con,members,7
1999,Con,minister,2
1999,Con,ministers,2
1999,Con,minorities,4
1999,Con,most,1
1999,Con,my,2
1999,Con,national,1
1999,Con,nato,2
1999,Con,one,1
1999,Con,opposition,3
1999,Con,other,5
1999,Con,others,2
1999,Con,our,4
1999,Con,overstayers,1
1999,Con,ownership,1
1999,Con,paratroopers,1
1999,Con,parents,2
1999,Con,parliament,6
1999,Con,parties,1
1999,Con,passports,1
1999,Con,peerage,1
1999,Con,peers,2
1999,Con,pensioners,1
1999,Con,people,11
1999,Con,private,1
1999,Con,property,4
1999,Con,public,5
1999,Con,recognised,1
1999,Con,recourse,1
1999,Con,redress,3
1999,Con,regional,1
1999,Con,reply,2
1999,Con,representation,2
1999,Con,reproductive,1
1999,Con,same,3
1999,Con,sanctions,1
1999,Con,scottish,2
1999,Con,secretary,1
1999,Con,select,2
1999,Con,self,4
1999,Con,senior,1
1999,Con,serb,1
1999,Con,shipping,1
1999,Con,silence,1
1999,Con,so,1
1999,Con,some,2
1999,Con,state,1
1999,Con,strike,1
1999,Con,such,1
1999,Con,supremacy,1
1999,Con,taking,1
1999,Con,tax,1
1999,Con,tenure,1
1999,Con,that,2
1999,Con,their,4
1999,Con,third,3
1999,Con,thompson,1
1999,Con,thousands,1
1999,Con,three,1
1999,Con,tory,1
1999,Con,trade,1
1999,Con,two,1
1999,Con,uk,1
1999,Con,under,1
1999,Con,union,1
1999,Con,united,1
1999,Con,various,1
1999,Con,veto,1
1999,Con,voters,1
1999,Con,voting,1
1999,Con,way,21
1999,Con,weak,1
1999,Con,which,2
1999,Con,widows,1
1999,Con,women,1
1999,Con,you,2
1999,Con,young,1
1999,Con,youngsters,1
1999,DUP,human,2
1999,DUP,kosovo,1
1999,DUP,minister,1
1999,Independent,even,1
1999,Independent,hereditary,1
1999,Independent,human,1
1999,Independent,nations,1
1999,Independent,parochial,1
1999,Independent,patronage,1
1999,Lab,1967,1
1999,Lab,20,1
1999,Lab,5,1
1999,Lab,62,1
1999,Lab,760,1
1999,Lab,abode,7
1999,Lab,access,92
1999,Lab,accused,2
1999,Lab,action,1
1999,Lab,adults,2
1999,Lab,advocates,1
1999,Lab,an,1
1999,Lab,any,6
1999,Lab,anybody,1
1999,Lab,anyone,1
1999,Lab,appeal,100
1999,Lab,appellants,2
1999,Lab,area,2
1999,Lab,arrest,1
1999,Lab,art,1
1999,Lab,asian,1
1999,Lab,assembly,1
1999,Lab,asylum,1
1999,Lab,athletics,2
1999,Lab,audience,22
1999,Lab,back,2
1999,Lab,baha,2
1999,Lab,bahai,1
1999,Lab,balancing,2
1999,Lab,bankrupt,1
1999,Lab,bereaved,1
1999,Lab,biggest,2
1999,Lab,birth,2
1999,Lab,bivouac,2
1999,Lab,both,3
1999,Lab,britain,9
1999,Lab,british,4
1999,Lab,business,1
1999,Lab,capital,1
1999,Lab,central,1
1999,Lab,certain,2
1999,Lab,chechens,1
1999,Lab,child,27
1999,Lab,children,12
1999,Lab,choice,1
1999,Lab,citizen,4
1999,Lab,citizens,9
1999,Lab,city,1
1999,Lab,classes,1
1999,Lab,clear,1
1999,Lab,colonel,1
1999,Lab,commission,1
1999,Lab,committee,1
1999,Lab,compensation,1
1999,Lab,complainants,1
1999,Lab,comptroller,1
1999,Lab,conscience,1
1999,Lab,conscientious,7
1999,Lab,conservative,1
1999,Lab,consumers,3
1999,Lab,corporations,1
1999,Lab,council,1
1999,Lab,countries,2
1999,Lab,country,1
1999,Lab,courts,1
1999,Lab,creation,1
1999,Lab,creditors,2
1999,Lab,criminal,1
1999,Lab,custody,1
1999,Lab,defendant,1
1999,Lab,defendants,3
1999,Lab,democracy,1
1999,Lab,democratic,2
1999,Lab,detailed,1
1999,Lab,developing,1
1999,Lab,direction,1
1999,Lab,director,1
1999,Lab,disabled,51
1999,Lab,discretion,1
1999,Lab,doctors,1
1999,Lab,each,1
1999,Lab,east,1
1999,Lab,elderly,1
1999,Lab,election,4
1999,Lab,electorate,1
1999,Lab,employed,1
1999,Lab,employees,4
1999,Lab,enforcement,1
1999,Lab,entry,1
1999,Lab,establishing,1
